"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 05월 12일","351,000","367,000","369,000","348,500","453.11K","-4.62%"
"2017년 05월 11일","368,000","345,000","373,500","341,500","764.95K","1.52%"
"2017년 05월 10일","362,500","362,000","370,500","360,500","337.70K","-0.96%"
"2017년 05월 09일","366,000","366,000","366,000","366,000","0.03K","0.00%"
"2017년 05월 08일","366,000","377,000","377,500","359,500","404.91K","-3.30%"
"2017년 05월 07일","378,500","378,500","378,500","378,500","0.03K","0.00%"
"2017년 05월 04일","378,500","380,000","381,000","374,500","192.38K","2.02%"
"2017년 05월 02일","371,000","363,500","374,000","363,000","245.86K","3.06%"
"2017년 05월 01일","360,000","360,000","360,000","360,000","0.01K","0.00%"
"2017년 04월 28일","360,000","362,500","369,000","357,000","249.89K","1.27%"
"2017년 04월 27일","355,500","360,500","361,000","353,000","126.96K","-1.25%"
"2017년 04월 26일","360,000","363,000","369,000","357,000","199.44K","-1.10%"
"2017년 04월 25일","364,000","354,500","364,000","348,500","199.03K","3.41%"
"2017년 04월 24일","352,000","354,500","361,000","347,000","204.18K","-0.98%"
"2017년 04월 23일","355,500","355,500","355,500","355,500","0.24K","0.00%"
"2017년 04월 21일","355,500","365,000","366,500","352,500","255.91K","-3.00%"
"2017년 04월 20일","366,500","361,000","369,500","358,000","147.28K","2.09%"
"2017년 04월 19일","359,000","355,500","364,500","354,500","134.56K","0.14%"
"2017년 04월 18일","358,500","361,000","362,000","350,000","208.93K","-0.28%"
"2017년 04월 17일","359,500","363,500","371,500","354,000","286.41K","0.56%"
"2017년 04월 16일","357,500","357,500","357,500","357,500","-","0.00%"
"2017년 04월 14일","357,500","356,000","361,500","350,000","243.13K","-0.28%"
"2017년 04월 13일","358,500","341,500","358,500","341,000","614.30K","6.22%"
"2017년 04월 12일","337,500","321,500","340,000","321,000","344.37K","5.63%"
"2017년 04월 11일","319,500","324,000","324,500","318,500","104.46K","-0.93%"
"2017년 04월 10일","322,500","321,500","328,000","316,500","178.91K","0.94%"
"2017년 04월 09일","319,500","319,500","319,500","319,500","0.01K","0.00%"
"2017년 04월 07일","319,500","318,000","322,000","314,500","112.18K","0.31%"
"2017년 04월 06일","318,500","320,000","326,000","314,500","145.60K","-0.31%"
"2017년 04월 05일","319,500","317,000","321,500","309,500","197.93K","1.43%"
"2017년 04월 04일","315,000","310,500","321,500","307,500","185.37K","1.94%"
"2017년 04월 03일","309,000","307,500","312,000","306,000","105.13K","1.31%"
"2017년 04월 02일","305,000","305,000","305,000","305,000","-","0.00%"
"2017년 03월 31일","305,000","304,500","312,500","302,500","195.00K","0.99%"
"2017년 03월 30일","302,000","306,500","311,000","300,000","183.13K","-0.82%"
"2017년 03월 29일","304,500","294,000","308,000","284,000","361.63K","5.18%"
"2017년 03월 28일","289,500","287,000","289,500","282,500","134.64K","1.76%"
"2017년 03월 27일","284,500","285,000","287,500","279,000","228.83K","-1.90%"
"2017년 03월 26일","290,000","290,000","290,000","290,000","0.04K","0.00%"
"2017년 03월 24일","290,000","295,500","296,500","286,500","100.23K","-1.53%"
"2017년 03월 23일","294,500","298,500","301,500","293,500","127.84K","-1.01%"
"2017년 03월 22일","297,500","296,000","299,000","291,500","126.65K","0.85%"
"2017년 03월 21일","295,000","292,500","301,500","291,000","210.12K","1.03%"
"2017년 03월 20일","292,000","289,000","296,000","288,500","101.84K","0.00%"
"2017년 03월 19일","292,000","292,000","292,000","292,000","0.09K","0.00%"
"2017년 03월 17일","292,000","296,500","297,500","289,000","109.11K","-1.52%"
"2017년 03월 16일","296,500","298,500","300,500","294,000","104.89K","-0.34%"
"2017년 03월 15일","297,500","295,000","298,500","291,000","111.14K","0.68%"
"2017년 03월 14일","295,500","297,500","299,000","293,500","148.46K","-0.34%"
"2017년 03월 13일","296,500","293,000","298,000","290,500","188.36K","2.24%"
"2017년 03월 10일","290,000","284,000","292,500","277,000","246.72K","3.02%"
"2017년 03월 09일","281,500","283,000","287,000","281,500","183.38K","-0.53%"
"2017년 03월 08일","283,000","276,000","283,500","274,500","212.58K","3.47%"
"2017년 03월 07일","273,500","270,000","276,000","262,500","270.92K","-1.08%"
"2017년 03월 06일","276,500","270,000","281,500","270,000","360.06K","1.84%"
"2017년 03월 05일","271,500","271,500","271,500","271,500","0.57K","0.00%"
"2017년 03월 03일","271,500","265,500","273,000","261,000","564.59K","3.04%"
"2017년 03월 02일","263,500","275,000","278,000","262,000","751.31K","-3.83%"
"2017년 03월 01일","274,000","274,000","274,000","274,000","-","0.00%"
"2017년 02월 28일","274,000","283,000","286,000","273,000","416.92K","-2.14%"
"2017년 02월 27일","280,000","298,000","305,000","279,000","330.57K","-6.67%"
"2017년 02월 26일","300,000","300,000","300,000","300,000","0.01K","0.00%"
"2017년 02월 24일","300,000","304,500","305,000","296,000","128.43K","-1.64%"
"2017년 02월 23일","305,000","306,000","308,500","301,000","82.15K","0.49%"
"2017년 02월 22일","303,500","298,000","309,500","297,500","164.20K","2.19%"
"2017년 02월 21일","297,000","293,500","299,500","293,000","127.31K","2.24%"
"2017년 02월 20일","290,500","285,500","293,500","283,500","121.75K","2.65%"
"2017년 02월 19일","283,000","283,000","283,000","283,000","0.11K","0.00%"
"2017년 02월 17일","283,000","288,000","290,000","281,000","146.83K","-2.25%"
"2017년 02월 16일","289,500","287,500","291,000","287,000","63.68K","0.52%"
"2017년 02월 15일","288,000","285,000","289,500","283,500","88.85K","0.70%"
"2017년 02월 14일","286,000","294,500","295,000","283,000","176.69K","-2.72%"
"2017년 02월 13일","294,000","292,500","297,000","291,500","98.94K","0.51%"
"2017년 02월 12일","292,500","292,500","292,500","292,500","0.10K","0.00%"
"2017년 02월 10일","292,500","293,000","298,500","291,500","162.52K","-0.34%"
"2017년 02월 09일","293,500","302,000","302,500","289,000","239.45K","-2.81%"
"2017년 02월 08일","302,000","301,000","307,500","297,000","175.98K","0.33%"
"2017년 02월 07일","301,000","321,500","326,000","297,000","509.44K","-4.75%"
"2017년 02월 06일","316,000","318,500","319,500","312,500","135.51K","0.00%"
"2017년 02월 03일","316,000","307,500","316,000","304,500","154.35K","3.10%"
"2017년 02월 02일","306,500","304,000","313,000","304,000","132.90K","-0.16%"
"2017년 02월 01일","307,000","305,000","310,500","302,000","108.51K","0.99%"
"2017년 01월 31일","304,000","305,000","307,500","302,000","107.33K","-1.46%"
"2017년 01월 30일","308,500","308,500","308,500","308,500","-","0.00%"
"2017년 01월 26일","308,500","307,000","317,000","304,500","132.81K","0.98%"
"2017년 01월 25일","305,500","306,500","308,000","302,500","195.47K","0.33%"
"2017년 01월 24일","304,500","309,000","311,500","302,500","208.24K","-2.72%"
"2017년 01월 23일","313,000","314,000","316,500","309,500","147.01K","-0.32%"
"2017년 01월 22일","314,000","314,000","314,000","314,000","0.32K","0.00%"
"2017년 01월 20일","314,000","300,000","315,000","299,500","271.23K","4.67%"
"2017년 01월 19일","300,000","300,000","309,000","296,000","549.61K","4.71%"
"2017년 01월 18일","286,500","283,000","286,500","279,000","121.71K","1.96%"
"2017년 01월 17일","281,000","289,500","289,500","280,000","152.01K","-2.09%"
"2017년 01월 16일","287,000","281,500","287,500","280,000","132.23K","2.68%"
"2017년 01월 13일","279,500","277,000","286,000","276,500","169.84K","0.90%"
"2017년 01월 12일","277,000","269,000","277,000","267,500","201.62K","3.55%"
"2017년 01월 11일","267,500","264,000","269,000","263,500","102.92K","1.52%"
"2017년 01월 10일","263,500","262,000","265,000","258,500","72.95K","0.57%"
"2017년 01월 09일","262,000","260,000","271,000","259,000","155.41K","0.58%"
"2017년 01월 08일","260,500","260,500","260,500","260,500","0.31K","0.00%"
"2017년 01월 06일","260,500","259,000","261,500","254,500","79.62K","-0.19%"
"2017년 01월 05일","261,000","260,000","263,000","259,000","67.05K","0.38%"
"2017년 01월 04일","260,000","258,000","263,000","256,500","105.28K","0.39%"
"2017년 01월 03일","259,000","249,000","260,500","249,000","160.18K","4.44%"
"2017년 01월 02일","248,000","246,000","248,500","241,000","83.83K","0.20%"
"2017년 01월 01일","247,500","247,500","247,500","247,500","0.00K","0.00%"
"2016년 12월 29일","247,500","245,000","249,500","244,000","85.52K","0.81%"
"2016년 12월 28일","245,500","247,000","250,000","245,500","60.44K","-1.80%"
"2016년 12월 27일","250,000","251,000","252,000","246,000","84.35K","0.00%"
"2016년 12월 26일","250,000","250,500","254,000","247,000","87.39K","0.20%"
"2016년 12월 25일","249,500","249,500","249,500","249,500","0.01K","0.00%"
"2016년 12월 23일","249,500","260,000","260,500","249,500","203.79K","-4.77%"
"2016년 12월 22일","262,000","262,000","267,500","260,000","109.19K","1.75%"
"2016년 12월 21일","257,500","256,000","263,000","253,000","122.08K","-0.19%"
"2016년 12월 20일","258,000","265,500","268,000","257,500","110.38K","-2.82%"
"2016년 12월 19일","265,500","268,000","268,500","261,500","81.26K","0.57%"
"2016년 12월 16일","264,000","265,000","269,000","262,500","139.63K","0.00%"
"2016년 12월 15일","264,000","259,500","269,000","257,000","217.00K","2.13%"
"2016년 12월 14일","258,500","256,500","265,000","252,500","247.62K","3.61%"
"2016년 12월 13일","249,500","247,500","255,500","245,500","202.22K","2.25%"
"2016년 12월 12일","244,000","249,000","253,500","237,500","250.04K","0.83%"
"2016년 12월 09일","242,000","233,000","245,000","229,500","501.54K","11.01%"
"2016년 12월 08일","218,000","245,500","245,500","218,000","419.44K","-9.73%"
"2016년 12월 07일","241,500","239,500","244,000","237,500","60.25K","0.42%"
"2016년 12월 06일","240,500","242,000","247,000","240,000","107.05K","1.26%"
"2016년 12월 05일","237,500","241,500","244,500","231,500","180.20K","-1.66%"
"2016년 12월 04일","241,500","241,500","241,500","241,500","-","0.00%"
"2016년 12월 02일","241,500","248,500","251,000","236,000","208.06K","-1.43%"
"2016년 12월 01일","245,000","267,000","267,000","240,500","442.78K","-9.93%"
"2016년 11월 30일","272,000","268,500","273,000","267,000","158.31K","1.30%"
"2016년 11월 29일","268,500","261,000","270,500","259,500","107.32K","2.87%"
"2016년 11월 28일","261,000","266,000","266,000","256,500","117.12K","-1.14%"
"2016년 11월 25일","264,000","252,500","269,000","251,500","145.72K","4.97%"
"2016년 11월 24일","251,500","260,000","262,000","251,000","96.67K","-3.27%"
"2016년 11월 23일","260,000","259,500","262,000","257,000","76.89K","0.19%"
"2016년 11월 22일","259,500","254,000","259,500","251,000","81.48K","1.96%"
"2016년 11월 21일","254,500","256,000","257,500","252,500","75.11K","0.20%"
"2016년 11월 20일","254,000","254,000","254,000","254,000","0.02K","0.00%"
"2016년 11월 18일","254,000","255,500","257,500","253,000","74.97K","-0.59%"
"2016년 11월 17일","255,500","253,000","259,000","250,500","104.74K","0.79%"
"2016년 11월 16일","253,500","247,000","255,000","245,500","127.03K","3.47%"
"2016년 11월 15일","245,000","247,000","249,500","240,500","184.32K","-0.81%"
"2016년 11월 14일","247,000","256,000","256,500","246,000","200.62K","-3.70%"
"2016년 11월 13일","256,500","256,500","256,500","256,500","0.13K","0.00%"
"2016년 11월 11일","256,500","273,000","273,500","255,500","219.47K","-6.04%"
"2016년 11월 10일","273,000","272,000","277,500","262,500","158.65K","2.25%"
"2016년 11월 09일","267,000","273,000","276,000","261,000","103.57K","-2.02%"
"2016년 11월 08일","272,500","275,000","276,500","270,500","48.42K","-0.37%"
"2016년 11월 07일","273,500","266,500","275,500","264,000","107.96K","3.99%"
"2016년 11월 04일","263,000","268,000","268,000","261,500","66.73K","-1.50%"
"2016년 11월 03일","267,000","264,000","269,000","259,000","93.42K","1.71%"
"2016년 11월 02일","262,500","268,500","270,500","259,000","85.99K","-2.05%"
"2016년 11월 01일","268,000","262,500","276,500","262,000","86.84K","1.32%"
"2016년 10월 31일","264,500","265,500","271,000","264,500","74.71K","-0.75%"
"2016년 10월 30일","266,500","266,500","266,500","266,500","-","0.00%"
"2016년 10월 28일","266,500","266,000","271,000","261,500","122.31K","-0.37%"
"2016년 10월 27일","267,500","275,500","279,000","266,500","115.94K","-2.73%"
"2016년 10월 26일","275,000","272,000","277,000","268,000","66.20K","0.55%"
"2016년 10월 25일","273,500","280,000","280,500","269,000","86.62K","-2.15%"
"2016년 10월 24일","279,500","280,000","281,000","276,500","36.47K","0.54%"
"2016년 10월 21일","278,000","281,000","284,500","277,500","54.31K","-0.89%"
"2016년 10월 20일","280,500","280,000","281,000","276,000","50.10K","0.00%"
"2016년 10월 19일","280,500","288,500","288,500","276,000","128.23K","-2.09%"
"2016년 10월 18일","286,500","283,500","288,500","283,500","73.53K","1.06%"
"2016년 10월 17일","283,500","284,000","285,500","280,000","68.74K","-0.35%"
"2016년 10월 14일","284,500","281,000","286,500","281,000","68.76K","0.89%"
"2016년 10월 13일","282,000","283,500","285,000","282,000","115.96K","-0.18%"
"2016년 10월 12일","282,500","285,000","287,500","274,500","290.44K","-2.08%"
"2016년 10월 11일","288,500","293,500","294,000","285,000","161.43K","-1.03%"
"2016년 10월 10일","291,500","299,500","299,500","289,000","119.30K","-1.85%"
"2016년 10월 07일","297,000","306,000","307,000","295,500","172.53K","-2.62%"
"2016년 10월 06일","305,000","303,000","307,000","299,500","157.68K","0.49%"
"2016년 10월 05일","303,500","299,500","306,000","299,000","170.66K","1.68%"
"2016년 10월 04일","298,500","299,000","299,500","294,500","106.68K","1.02%"
"2016년 09월 30일","295,500","292,000","296,000","291,000","105.41K","0.51%"
"2016년 09월 29일","294,000","290,500","294,000","288,500","72.67K","1.38%"
"2016년 09월 28일","290,000","287,500","290,000","286,000","74.25K","1.40%"
"2016년 09월 27일","286,000","282,000","287,500","281,500","95.98K","0.70%"
"2016년 09월 26일","284,000","286,000","286,000","283,500","82.15K","0.18%"
"2016년 09월 23일","283,500","282,000","284,000","280,000","118.54K","1.25%"
"2016년 09월 22일","280,000","282,500","282,500","278,000","67.23K","0.90%"
"2016년 09월 21일","277,500","280,000","280,000","276,000","82.72K","-1.07%"
"2016년 09월 20일","280,500","280,000","280,500","277,000","86.73K","0.90%"
"2016년 09월 19일","278,000","271,000","280,500","271,000","112.12K","2.02%"
"2016년 09월 13일","272,500","275,000","277,500","270,500","116.24K","0.55%"
"2016년 09월 12일","271,000","272,000","276,000","270,000","60.84K","-1.09%"
"2016년 09월 09일","274,000","277,000","279,000","269,500","99.69K","-1.97%"
"2016년 09월 08일","279,500","282,500","284,000","276,500","92.45K","-0.36%"
"2016년 09월 07일","280,500","279,500","285,000","278,000","110.67K","0.54%"
"2016년 09월 06일","279,000","280,000","281,500","277,000","62.06K","0.54%"
"2016년 09월 05일","277,500","273,500","280,000","273,000","108.47K","3.16%"
"2016년 09월 02일","269,000","274,000","274,000","267,500","68.88K","-2.00%"
"2016년 09월 01일","274,500","271,500","274,500","267,000","82.68K","1.67%"
"2016년 08월 31일","270,000","266,500","270,000","265,500","94.01K","1.69%"
"2016년 08월 30일","265,500","262,500","266,500","260,500","54.17K","1.34%"
"2016년 08월 29일","262,000","267,000","270,000","259,000","93.47K","-1.87%"
"2016년 08월 28일","267,000","267,000","267,000","267,000","0.01K","0.00%"
"2016년 08월 26일","267,000","270,000","273,000","266,000","51.60K","-0.74%"
"2016년 08월 25일","269,000","273,000","274,500","265,500","130.12K","-1.65%"
"2016년 08월 24일","273,500","266,500","274,500","265,500","243.53K","3.60%"
